Right Knee,Left Knee,Right Ankle,Left Ankle,Right Heel,Left Heel,Right Foot Index,Left Foot Index,Pose ID
"(0.5157996416091919, 0.34805965423583984, 0.04407576471567154, 0.9999673962593079, 0.9999891519546509)","(0.5403997302055359, 0.34771618247032166, -0.044097721576690674, 0.9999722838401794, 0.9999886751174927)","(0.5763035416603088, 0.36442044377326965, 0.16123878955841064, 0.5800944566726685, 0.9999549388885498)","(0.5864204168319702, 0.35892271995544434, 0.07025457918643951, 0.9293897747993469, 0.9999243021011353)","(0.5958515405654907, 0.4146983027458191, 0.2609195411205292, 0.7630699276924133, 0.9996901750564575)","(0.6207044124603271, 0.3844313323497772, 0.2241240292787552, 0.9127932786941528, 0.9996052384376526)","(0.6072453260421753, 0.42428261041641235, 0.2690381109714508, 0.7911384701728821, 0.9992214441299438)","(0.6241315007209778, 0.39113590121269226, 0.23975472152233124, 0.8719267249107361, 0.9997114539146423)",20
"(0.514163076877594, 0.3461523652076721, 0.03955783694982529, 0.9999542832374573, 0.9999778270721436)","(0.541132390499115, 0.34883299469947815, -0.0395931750535965, 0.9999707341194153, 0.99998939037323)","(0.5762926936149597, 0.3572764992713928, 0.1592617779970169, 0.5495756268501282, 0.9999405145645142)","(0.5807638764381409, 0.3668961524963379, 0.06303763389587402, 0.9232608675956726, 0.9999643564224243)","(0.6184066534042358, 0.3844049572944641, 0.23731927573680878, 0.7624426484107971, 0.9999011754989624)","(0.5998261570930481, 0.4187324643135071, 0.18027065694332123, 0.9143308401107788, 0.9997794032096863)","(0.6221410632133484, 0.39363202452659607, 0.24281729757785797, 0.7917065620422363, 0.9997895359992981)","(0.6023600101470947, 0.4284873306751251, 0.1916869431734085, 0.8742073774337769, 0.9997817873954773)",20
"(0.5159119367599487, 0.34223923087120056, 0.04428471624851227, 0.9999442100524902, 0.9999839067459106)","(0.5398065447807312, 0.34837111830711365, -0.044307827949523926, 0.9999685287475586, 0.9999862909317017)","(0.5740380883216858, 0.3479480743408203, 0.17792542278766632, 0.5200493931770325, 0.9998972415924072)","(0.5852113366127014, 0.3670896291732788, -0.022962382063269615, 0.9257645606994629, 0.99996018409729)","(0.6086955666542053, 0.37043505907058716, 0.25715017318725586, 0.7570708394050598, 0.9997743964195251)","(0.5848584771156311, 0.4178503751754761, 0.04461533576250076, 0.9179681539535522, 0.999661922454834)","(0.6118819713592529, 0.37702077627182007, 0.26366835832595825, 0.7881210446357727, 0.9995724558830261)","(0.5807891488075256, 0.42880022525787354, 0.05240058898925781, 0.8740654587745667, 0.9995148181915283)",20
"(0.4259239435195923, 0.46929866075515747, 0.0831734836101532, 0.9751575589179993, 0.9999979734420776)","(0.44405993819236755, 0.4659389853477478, -0.08327935636043549, 0.9842541813850403, 0.9999982118606567)","(0.5127229690551758, 0.5103583335876465, 0.09877350926399231, 0.6480921506881714, 0.9998006224632263)","(0.5257408022880554, 0.4966448247432709, -0.09518102556467056, 0.8281335830688477, 0.9998717308044434)","(0.5625145435333252, 0.5759387016296387, 0.12665316462516785, 0.6734124422073364, 0.9987832903862)","(0.5658673048019409, 0.5757607817649841, -0.04448762163519859, 0.7697784900665283, 0.9991576671600342)","(0.5664361119270325, 0.5933918356895447, 0.12496034801006317, 0.7849111557006836, 0.9971575736999512)","(0.5680244565010071, 0.5923580527305603, -0.04090782254934311, 0.7784057259559631, 0.9992037415504456)",21
"(0.4242049753665924, 0.4720132350921631, 0.10231948643922806, 0.9776415824890137, 1.0)","(0.4454458951950073, 0.46722546219825745, -0.102305568754673, 0.9858285784721375, 0.9999998807907104)","(0.49428391456604004, 0.49902138113975525, 0.27373602986335754, 0.6089065670967102, 0.9999974966049194)","(0.5264121294021606, 0.48991042375564575, -0.03678875043988228, 0.8418135643005371, 0.9999951124191284)","(0.5435760021209717, 0.5604212880134583, 0.3873937129974365, 0.6772321462631226, 0.9999804496765137)","(0.5898305773735046, 0.5596728324890137, 0.051282741129398346, 0.789656937122345, 0.9999886751174927)","(0.5436381697654724, 0.5728315711021423, 0.3949125409126282, 0.7877756357192993, 0.9999412298202515)","(0.5916221141815186, 0.5735456943511963, 0.059396516531705856, 0.7971038222312927, 0.9999896287918091)",21
"(0.422542542219162, 0.4623519778251648, 0.10939889401197433, 0.9798755049705505, 0.9999985694885254)","(0.4322405159473419, 0.46426135301589966, -0.10950319468975067, 0.9872437715530396, 0.9999955892562866)","(0.49811628460884094, 0.49774274230003357, 0.2495729923248291, 0.5593154430389404, 0.9999799728393555)","(0.5183270573616028, 0.49342870712280273, -0.03145235776901245, 0.8482236266136169, 0.9998862743377686)","(0.5466618537902832, 0.5453089475631714, 0.3996531069278717, 0.6405956745147705, 0.9998286962509155)","(0.5595048069953918, 0.5488306283950806, 0.09360456466674805, 0.7996286153793335, 0.9994012117385864)","(0.5486338138580322, 0.557167112827301, 0.4108825623989105, 0.7470978498458862, 0.9994316697120667)","(0.5631477236747742, 0.5613639950752258, 0.10523238778114319, 0.7949699759483337, 0.9993915557861328)",21
"(0.426089882850647, 0.4559791684150696, 0.10374494642019272, 0.9818825721740723, 0.9999977350234985)","(0.4236692488193512, 0.4556131064891815, -0.10393793135881424, 0.9885138273239136, 0.9999959468841553)","(0.48526695370674133, 0.5083503723144531, 0.14787009358406067, 0.5229296088218689, 0.9999709129333496)","(0.480427086353302, 0.47278162837028503, -0.08657503128051758, 0.8039793968200684, 0.9999089241027832)","(0.5295044183731079, 0.5664977431297302, 0.20725570619106293, 0.6286983489990234, 0.9998250603675842)","(0.5173460841178894, 0.5042160749435425, 0.03440045937895775, 0.7604168653488159, 0.9999246597290039)","(0.5321907997131348, 0.5802444219589233, 0.20869258046150208, 0.7357126474380493, 0.9994506239891052)","(0.5177901983261108, 0.512519359588623, 0.045966316014528275, 0.755852997303009, 0.9999343156814575)",21
"(0.42546409368515015, 0.4546821713447571, 0.1045692041516304, 0.9836852550506592, 0.9999947547912598)","(0.42155954241752625, 0.4565856158733368, -0.10461559891700745, 0.9896533489227295, 0.9999880790710449)","(0.48356637358665466, 0.5061209797859192, 0.18080860376358032, 0.5031325221061707, 0.9999725818634033)","(0.48403722047805786, 0.4767569303512573, -0.13283905386924744, 0.806420624256134, 0.9999057054519653)","(0.5262513160705566, 0.5692747831344604, 0.27630415558815, 0.629189133644104, 0.999679446220398)","(0.5182231068611145, 0.5167518258094788, 0.020710140466690063, 0.7508242130279541, 0.9998303651809692)","(0.5267162322998047, 0.5777218341827393, 0.28188028931617737, 0.7328973412513733, 0.999072790145874)","(0.5169128775596619, 0.5278611183166504, 0.03658976033329964, 0.7451510429382324, 0.9998608827590942)",21
"(0.5424062609672546, 0.4249710440635681, 0.07258745282888412, 0.9999843835830688, 0.9999996423721313)","(0.575063943862915, 0.4148205518722534, -0.07270412147045135, 0.9999896883964539, 0.9999991655349731)","(0.6038484573364258, 0.47437795996665955, 0.09647378325462341, 0.7311341166496277, 0.9999308586120605)","(0.6264299154281616, 0.47812965512275696, -0.15281528234481812, 0.9860566258430481, 0.999909520149231)","(0.6399048566818237, 0.5444517731666565, 0.07831501215696335, 0.7589775323867798, 0.9996620416641235)","(0.6559540033340454, 0.5543100237846375, -0.2304619997739792, 0.9618268013000488, 0.9992758631706238)","(0.6394342184066772, 0.5594585537910461, 0.07395057380199432, 0.8581563830375671, 0.999021053314209)","(0.6543524861335754, 0.569757342338562, -0.23879176378250122, 0.9266303777694702, 0.9988792538642883)",22
"(0.5438735485076904, 0.42491844296455383, 0.07455124706029892, 0.9999853372573853, 0.9999998807907104)","(0.5749963521957397, 0.41470006108283997, -0.07464860379695892, 0.9999903440475464, 0.9999997615814209)","(0.6056300401687622, 0.4724541902542114, 0.12710551917552948, 0.6989640593528748, 0.9999699592590332)","(0.6257801055908203, 0.4741097688674927, -0.14951014518737793, 0.9855355024337769, 0.9999758005142212)","(0.6377542018890381, 0.5440325736999512, 0.10312363505363464, 0.7106037139892578, 0.9998180270195007)","(0.6571903824806213, 0.5546855926513672, -0.23699556291103363, 0.9538217186927795, 0.999693751335144)","(0.6407012939453125, 0.5595126152038574, 0.08661463111639023, 0.8361665606498718, 0.9994841814041138)","(0.6582913994789124, 0.5703248381614685, -0.2461215853691101, 0.9229069948196411, 0.9994353652000427)",22
"(0.5451443791389465, 0.4206240773200989, 0.06862172484397888, 0.9999858140945435, 0.9999995231628418)","(0.5792918801307678, 0.4090505838394165, -0.06873968988656998, 0.9999905824661255, 0.9999991655349731)","(0.6041145324707031, 0.47262904047966003, 0.1052515059709549, 0.7209905982017517, 0.9999657869338989)","(0.6364223957061768, 0.4701002836227417, -0.09751852601766586, 0.9864616394042969, 0.9999517202377319)","(0.6380809545516968, 0.5419354438781738, 0.09175179898738861, 0.7305628657341003, 0.9998376369476318)","(0.6755261421203613, 0.5472308397293091, -0.1354810893535614, 0.9567003846168518, 0.9996548891067505)","(0.6400404572486877, 0.5561770796775818, 0.08706934750080109, 0.8476637601852417, 0.9994571805000305)","(0.6753280162811279, 0.5637186765670776, -0.14036637544631958, 0.928077220916748, 0.9994649291038513)",22
"(0.5445970296859741, 0.4085589051246643, 0.03760373219847679, 0.999984860420227, 0.9999978542327881)","(0.5805851817131042, 0.3976384103298187, -0.03775995597243309, 0.999989926815033, 0.9999978542327881)","(0.5987794995307922, 0.4723513424396515, 0.05553381145000458, 0.7443174719810486, 0.9999074935913086)","(0.6327825784683228, 0.4587976038455963, -0.029357627034187317, 0.9856927990913391, 0.9999063014984131)","(0.6371946334838867, 0.5436441898345947, 0.021792979910969734, 0.7523960471153259, 0.999616265296936)","(0.6652888059616089, 0.5326521396636963, -0.02779175154864788, 0.956159770488739, 0.9993184804916382)","(0.6402289271354675, 0.5570579767227173, 0.015236292965710163, 0.8598576188087463, 0.9987280964851379)","(0.6633697152137756, 0.5458945631980896, -0.029059799388051033, 0.9304130673408508, 0.9990832805633545)",22
"(0.5446387529373169, 0.39580366015434265, 0.03906600922346115, 0.9999837875366211, 0.9999980926513672)","(0.5807192325592041, 0.3856869637966156, -0.03924604505300522, 0.9999890923500061, 0.9999979734420776)","(0.5967311859130859, 0.4681992828845978, 0.04608147218823433, 0.7633481621742249, 0.9999094009399414)","(0.6212118268013, 0.4479084014892578, -0.026023436337709427, 0.9795274138450623, 0.9998939037322998)","(0.6350042223930359, 0.5437337160110474, 0.009032195433974266, 0.7703918218612671, 0.9995704293251038)","(0.6417644619941711, 0.5185928344726562, -0.01852140761911869, 0.9455143809318542, 0.9994217157363892)","(0.6397765874862671, 0.5574231147766113, 0.00244453945197165, 0.870151162147522, 0.9985089898109436)","(0.6407477855682373, 0.5303070545196533, -0.019081011414527893, 0.9233734607696533, 0.9992302656173706)",22
"(0.5431329607963562, 0.4742385447025299, 0.0424974262714386, 0.9999834299087524, 0.9999991655349731)","(0.5647141933441162, 0.474452942609787, -0.04259716346859932, 0.999984085559845, 0.9999983310699463)","(0.6091933250427246, 0.5127862095832825, 0.03356204554438591, 0.8105544447898865, 0.9999904632568359)","(0.6095929145812988, 0.522803544998169, -0.04182707145810127, 0.9694117307662964, 0.9999767541885376)","(0.6520580053329468, 0.562111496925354, 0.0016585692064836621, 0.8907158374786377, 0.9999768733978271)","(0.581824779510498, 0.5686534643173218, -0.019277965649962425, 0.9600667357444763, 0.999962568283081)","(0.6584141850471497, 0.5760841369628906, -0.004229454323649406, 0.9389213919639587, 0.9999357461929321)","(0.5712213516235352, 0.5747951865196228, -0.016683056950569153, 0.961630642414093, 0.9999524354934692)",23
"(0.5458743572235107, 0.47855716943740845, 0.07039641588926315, 0.9999722838401794, 0.9999916553497314)","(0.5675933957099915, 0.4771665632724762, -0.0704827681183815, 0.9999781847000122, 0.9999910593032837)","(0.6149258613586426, 0.5090879797935486, 0.08246111124753952, 0.7559312582015991, 0.9999510049819946)","(0.6283659338951111, 0.511482298374176, -0.1318645179271698, 0.9701076745986938, 0.9999682903289795)","(0.6444099545478821, 0.5663939118385315, 0.061423711478710175, 0.8524767756462097, 0.9998540878295898)","(0.6509541273117065, 0.5822858214378357, -0.1609548181295395, 0.9612923264503479, 0.9997060894966125)","(0.6447173357009888, 0.589411735534668, 0.056286364793777466, 0.9190301895141602, 0.9995997548103333)","(0.648159921169281, 0.5985269546508789, -0.16393020749092102, 0.9622899293899536, 0.9996033310890198)",23
"(0.5436181426048279, 0.46913495659828186, 0.06566353887319565, 0.9999661445617676, 0.999992847442627)","(0.5590544939041138, 0.47233694791793823, -0.06564665585756302, 0.9999715685844421, 0.9999904632568359)","(0.603707492351532, 0.5201699137687683, 0.10843420028686523, 0.7587648034095764, 0.9999234676361084)","(0.6037139296531677, 0.4793563485145569, -0.0014844374964013696, 0.9638722538948059, 0.999873161315918)","(0.6428974270820618, 0.5653668642044067, 0.15840548276901245, 0.8517836928367615, 0.9992741942405701)","(0.6439723372459412, 0.5149661898612976, 0.1170395240187645, 0.9491924047470093, 0.9996193647384644)","(0.6488640904426575, 0.579990565776825, 0.16226524114608765, 0.9148045182228088, 0.9976165294647217)","(0.6481665968894958, 0.5238077044487, 0.12925490736961365, 0.9505369663238525, 0.9996700286865234)",23
"(0.5368728041648865, 0.46922293305397034, 0.06875082105398178, 0.9999452233314514, 0.9999769926071167)","(0.5539135336875916, 0.4749492406845093, -0.0687381774187088, 0.9999622106552124, 0.999981164932251)","(0.5956940054893494, 0.5062866806983948, 0.20537622272968292, 0.694656252861023, 0.9996895790100098)","(0.5934313535690308, 0.5123706459999084, 0.013808262534439564, 0.9554677605628967, 0.9998045563697815)","(0.6408064365386963, 0.5421698689460754, 0.2982467710971832, 0.7998998761177063, 0.9992645382881165)","(0.6380465030670166, 0.5638255476951599, 0.09951044619083405, 0.9438968300819397, 0.998435914516449)","(0.6485986709594727, 0.5518857836723328, 0.3064361810684204, 0.8759049773216248, 0.9981694221496582)","(0.6412613987922668, 0.5706320405006409, 0.10786706209182739, 0.9402238726615906, 0.9983035326004028)",23
"(0.533181369304657, 0.46349355578422546, 0.0760071873664856, 0.999936044216156, 0.9999834299087524)","(0.5402917265892029, 0.4692702293395996, -0.0761183574795723, 0.9999251365661621, 0.9999291896820068)","(0.5891201496124268, 0.5141901969909668, 0.1283518373966217, 0.7071963548660278, 0.9999465942382812)","(0.59219890832901, 0.4500376284122467, -0.06085724011063576, 0.9451305270195007, 0.9998276233673096)","(0.6316390633583069, 0.5702874064445496, 0.17944347858428955, 0.8146922588348389, 0.9982247948646545)","(0.5812592506408691, 0.4928309917449951, 0.08687786757946014, 0.9051308631896973, 0.9995837807655334)","(0.6322465538978577, 0.5838403701782227, 0.1825730800628662, 0.8821899890899658, 0.9934821724891663)","(0.5747467279434204, 0.4984634816646576, 0.10263968259096146, 0.8873710632324219, 0.9995678067207336)",23
"(0.5451425313949585, 0.41647398471832275, 0.07136373966932297, 0.9999911189079285, 0.9999971389770508)","(0.5765355825424194, 0.40190771222114563, -0.07143182307481766, 0.9999952912330627, 0.9999982118606567)","(0.605366587638855, 0.44847530126571655, 0.2454386055469513, 0.6991095542907715, 0.9998010993003845)","(0.6349023580551147, 0.447979599237442, -0.17425495386123657, 0.9809764623641968, 0.9999672174453735)","(0.6494099497795105, 0.5028457045555115, 0.39388465881347656, 0.7608808279037476, 0.9998006224632263)","(0.6751507520675659, 0.5210725665092468, -0.23311695456504822, 0.9219866394996643, 0.9998266100883484)","(0.651958703994751, 0.5097739100456238, 0.4506928026676178, 0.8738869428634644, 0.9996635913848877)","(0.6726527810096741, 0.5325884819030762, -0.2379326969385147, 0.9353944063186646, 0.9997344613075256)",24
"(0.5440459251403809, 0.4072050154209137, 0.07265100628137589, 0.9999834895133972, 0.9999955892562866)","(0.5654183030128479, 0.3968483507633209, -0.0726953074336052, 0.9999918341636658, 0.9999984502792358)","(0.6056199669837952, 0.4477614462375641, 0.18097570538520813, 0.7189322113990784, 0.9999090433120728)","(0.6238903999328613, 0.4469709098339081, 0.006388028152287006, 0.9824883937835693, 0.9999768733978271)","(0.6580694317817688, 0.5050845742225647, 0.2447676807641983, 0.7798748016357422, 0.9998599290847778)","(0.6868191957473755, 0.49522364139556885, 0.0671810433268547, 0.929370105266571, 0.9999364614486694)","(0.6772148609161377, 0.5178990960121155, 0.24899700284004211, 0.8827504515647888, 0.999704897403717)","(0.6897087693214417, 0.5259488821029663, 0.0724242627620697, 0.9409549236297607, 0.9999337196350098)",24
"(0.5421758890151978, 0.4067344069480896, 0.07665809988975525, 0.9999774694442749, 0.9999932050704956)","(0.5647637844085693, 0.3968656659126282, -0.07674166560173035, 0.9999873638153076, 0.9999964237213135)","(0.6056538820266724, 0.44982871413230896, 0.18739239871501923, 0.7380303144454956, 0.9999356269836426)","(0.6258474588394165, 0.4433273375034332, 0.03342512995004654, 0.9833177924156189, 0.9999638795852661)","(0.6586090326309204, 0.5167036056518555, 0.24473392963409424, 0.798789918422699, 0.9998947381973267)","(0.69400954246521, 0.48237740993499756, 0.11985500901937485, 0.9357631802558899, 0.9999052286148071)","(0.6669644117355347, 0.5313034057617188, 0.24732449650764465, 0.8913840055465698, 0.9997180104255676)","(0.7004446983337402, 0.498831182718277, 0.12776677310466766, 0.9455261826515198, 0.9999158382415771)",24
"(0.5268499851226807, 0.4064798057079315, 0.07530435174703598, 0.9999752044677734, 0.9999973773956299)","(0.5559221506118774, 0.39431074261665344, -0.07538098841905594, 0.999984085559845, 0.9999980926513672)","(0.6041209697723389, 0.46067968010902405, 0.16110296547412872, 0.7628950476646423, 0.999974250793457)","(0.6172325611114502, 0.41811078786849976, 0.10689044743776321, 0.9838166832923889, 0.9999678134918213)","(0.656005859375, 0.521224856376648, 0.2352849543094635, 0.8179512023925781, 0.9997561573982239)","(0.6640526056289673, 0.44157806038856506, 0.3157941699028015, 0.9395290017127991, 0.9999209642410278)","(0.665131688117981, 0.5342870950698853, 0.24142347276210785, 0.9011631608009338, 0.9992886781692505)","(0.6646508574485779, 0.4513217508792877, 0.337808758020401, 0.947494626045227, 0.9999456405639648)",24
"(0.5183776617050171, 0.395184189081192, 0.07104703783988953, 0.9999679923057556, 0.9999940395355225)","(0.5427391529083252, 0.38637351989746094, -0.07127094268798828, 0.9999614357948303, 0.9999861717224121)","(0.5858725309371948, 0.46117454767227173, 0.13785117864608765, 0.748985767364502, 0.9999645948410034)","(0.5804536938667297, 0.390985369682312, 0.07699365168809891, 0.8957019448280334, 0.9998995065689087)","(0.6421912312507629, 0.5222163796424866, 0.1706208437681198, 0.8166768550872803, 0.99919193983078)","(0.566100001335144, 0.4178120493888855, 0.26656851172447205, 0.8507499098777771, 0.9998065829277039)","(0.6464271545410156, 0.5342177748680115, 0.17210666835308075, 0.8950205445289612, 0.9962906837463379)","(0.559352457523346, 0.42475035786628723, 0.2868345081806183, 0.8597748875617981, 0.9998075366020203)",24
"(0.5379428267478943, 0.42670509219169617, 0.07561276108026505, 0.9594782590866089, 0.9999995231628418)","(0.5776203870773315, 0.42038658261299133, -0.07572045177221298, 0.9669629335403442, 0.9999991655349731)","(0.5970866680145264, 0.4957887828350067, 0.21825982630252838, 0.648620069026947, 0.9999772310256958)","(0.6430415511131287, 0.49394866824150085, -0.04143187776207924, 0.8845489621162415, 0.999964714050293)","(0.633983850479126, 0.5820704102516174, 0.2984999418258667, 0.7402104139328003, 0.9999250173568726)","(0.6568143367767334, 0.576960027217865, 0.03187771886587143, 0.8476736545562744, 0.999803364276886)","(0.6326962113380432, 0.595368504524231, 0.3035827577114105, 0.8263776898384094, 0.999808132648468)","(0.652694821357727, 0.5951212048530579, 0.05159780755639076, 0.8580517172813416, 0.9997784495353699)",25
"(0.5423595905303955, 0.4322081208229065, 0.08423327654600143, 0.963529646396637, 0.9999998807907104)","(0.5784386992454529, 0.4247414767742157, -0.08425594121217728, 0.9702662825584412, 0.9999998807907104)","(0.5983182787895203, 0.4937804341316223, 0.2813974916934967, 0.6520137786865234, 0.9999939203262329)","(0.6521421074867249, 0.4845528304576874, -0.051438041031360626, 0.89576256275177, 0.999996542930603)","(0.6304916739463806, 0.5829505920410156, 0.3967670500278473, 0.7505426406860352, 0.9999749660491943)","(0.6943199634552002, 0.5737088322639465, -0.01284381840378046, 0.8621583580970764, 0.999972939491272)","(0.6304154992103577, 0.5972782969474792, 0.4054589867591858, 0.8330369591712952, 0.9999312162399292)","(0.6923536658287048, 0.5972087979316711, -0.008175705559551716, 0.8709046244621277, 0.99996018409729)",25
"(0.5446086525917053, 0.43120867013931274, 0.07232892513275146, 0.9671714901924133, 0.999997615814209)","(0.5783494710922241, 0.42483654618263245, -0.07242326438426971, 0.9732358455657959, 0.9999978542327881)","(0.5990167260169983, 0.495004802942276, 0.27666693925857544, 0.6468636393547058, 0.9999216794967651)","(0.6347442269325256, 0.4741637706756592, 0.07733314484357834, 0.8725703358650208, 0.9998940229415894)","(0.6310338973999023, 0.5856663584709167, 0.39414894580841064, 0.7634251713752747, 0.9998446702957153)","(0.6613984704017639, 0.49361494183540344, 0.25971242785453796, 0.8376019597053528, 0.9999057054519653)","(0.6303615570068359, 0.6025980114936829, 0.40237897634506226, 0.8370134234428406, 0.9995478987693787)","(0.6585010290145874, 0.507798433303833, 0.27803194522857666, 0.8460983633995056, 0.9999176263809204)",25
"(0.5434131026268005, 0.4050297439098358, 0.0772261843085289, 0.9704477787017822, 0.9999949932098389)","(0.5773125290870667, 0.40837985277175903, -0.0772816464304924, 0.975909948348999, 0.9999970197677612)","(0.6032140254974365, 0.46946972608566284, 0.3147221505641937, 0.6124927997589111, 0.99955815076828)","(0.6039050817489624, 0.4795002043247223, 0.030156422406435013, 0.8820513486862183, 0.9998483657836914)","(0.6343554854393005, 0.5424724221229553, 0.48349225521087646, 0.7528005838394165, 0.9995381832122803)","(0.6329683065414429, 0.583357572555542, 0.16435199975967407, 0.8509983420372009, 0.999267041683197)","(0.6346520781517029, 0.5579017996788025, 0.49637770652770996, 0.8314750790596008, 0.9991094470024109)","(0.6306721568107605, 0.601200520992279, 0.159134641289711, 0.8560857772827148, 0.9991533756256104)",25
"(0.5432775020599365, 0.4030138850212097, 0.09051363915205002, 0.9733967781066895, 0.9999978542327881)","(0.575924277305603, 0.4026578664779663, -0.09055858850479126, 0.9783172607421875, 0.9999988079071045)","(0.6008946299552917, 0.47570282220840454, 0.26052263379096985, 0.5574557185173035, 0.9992489218711853)","(0.6022471189498901, 0.4905632734298706, 0.0052113584242761135, 0.8681374192237854, 0.9996479749679565)","(0.628311812877655, 0.577233612537384, 0.39452284574508667, 0.6957775354385376, 0.9991723299026489)","(0.6276047825813293, 0.5895047187805176, 0.09249886870384216, 0.8483704924583435, 0.9988514184951782)","(0.625656247138977, 0.5936597585678101, 0.4040701687335968, 0.7889383435249329, 0.998490571975708)","(0.6231207251548767, 0.6081693172454834, 0.09774819761514664, 0.8515719771385193, 0.9990041851997375)",25
"(0.4317484498023987, 0.4512060582637787, 0.05380173772573471, 0.9997421503067017, 0.9999986886978149)","(0.4765072166919708, 0.43631359934806824, -0.05387597903609276, 0.9998824596405029, 0.9999992847442627)","(0.5126093626022339, 0.5054213404655457, 0.2406396120786667, 0.725141704082489, 0.9999741315841675)","(0.5462355017662048, 0.47911638021469116, 0.022824028506875038, 0.9489772319793701, 0.9999951124191284)","(0.5800847411155701, 0.5513669848442078, 0.3188810348510742, 0.7710471153259277, 0.9999594688415527)","(0.6014049649238586, 0.5415911674499512, 0.08217175304889679, 0.911464273929596, 0.9999814033508301)","(0.5895963311195374, 0.5625215172767639, 0.32405564188957214, 0.8755389451980591, 0.9999045133590698)","(0.6022725105285645, 0.5555617213249207, 0.0957207903265953, 0.907430112361908, 0.9999735355377197)",26
"(0.4262555241584778, 0.44806593656539917, 0.05601976066827774, 0.9997666478157043, 0.9999995231628418)","(0.4676971435546875, 0.4323648512363434, -0.05609229952096939, 0.9998935461044312, 0.9999997615814209)","(0.5092463493347168, 0.5045161843299866, 0.17829962074756622, 0.7458609342575073, 0.9999887943267822)","(0.5398994088172913, 0.4813169240951538, 0.007263186853379011, 0.9539129137992859, 0.9999980926513672)","(0.5772281885147095, 0.5569103360176086, 0.19349467754364014, 0.7922472357749939, 0.9999853372573853)","(0.6135520935058594, 0.5133042335510254, 0.003126070136204362, 0.9202086925506592, 0.9999958276748657)","(0.5867775678634644, 0.5658746957778931, 0.19332973659038544, 0.8871831893920898, 0.9999620914459229)","(0.6152003407478333, 0.5237489342689514, 0.0031207543797791004, 0.9165568351745605, 0.9999945163726807)",26
"(0.4238896369934082, 0.44682347774505615, 0.0635872408747673, 0.9997857213020325, 0.9999970197677612)","(0.466800332069397, 0.42986536026000977, -0.06357882171869278, 0.9999019503593445, 0.9999984502792358)","(0.5050237774848938, 0.5034931898117065, 0.20644690096378326, 0.7419789433479309, 0.9999711513519287)","(0.5367124080657959, 0.4814852774143219, 0.03571147471666336, 0.9573367238044739, 0.9999927282333374)","(0.5734489560127258, 0.558804988861084, 0.26596707105636597, 0.8048555254936218, 0.9999479055404663)","(0.6210371851921082, 0.5077592730522156, 0.09431735426187515, 0.927480936050415, 0.9999771118164062)","(0.5829260349273682, 0.5700713396072388, 0.269889235496521, 0.8951114416122437, 0.9998708963394165)","(0.6234708428382874, 0.5188237428665161, 0.1001376360654831, 0.9242961406707764, 0.9999762773513794)",26
"(0.41534045338630676, 0.44641727209091187, 0.07061941176652908, 0.9997971057891846, 0.9999929666519165)","(0.45516231656074524, 0.432070255279541, -0.07067818194627762, 0.9999046921730042, 0.9999958276748657)","(0.49992915987968445, 0.5103626847267151, 0.20055724680423737, 0.7347915768623352, 0.9999678134918213)","(0.5188997387886047, 0.45821183919906616, 0.12228936702013016, 0.9442365169525146, 0.9999841451644897)","(0.5758841633796692, 0.5691152215003967, 0.27927979826927185, 0.8110547065734863, 0.9998471736907959)","(0.556115448474884, 0.4627389907836914, 0.3514201045036316, 0.9103808403015137, 0.9999632835388184)","(0.5815560221672058, 0.5853505730628967, 0.28542378544807434, 0.8985111117362976, 0.9995457530021667)","(0.554671049118042, 0.47341978549957275, 0.37495312094688416, 0.9133254289627075, 0.999968409538269)",26
"(0.41041281819343567, 0.44077369570732117, 0.0756625086069107, 0.9997875690460205, 0.9999680519104004)","(0.44837450981140137, 0.43129661679267883, -0.07579956948757172, 0.9998852610588074, 0.9999674558639526)","(0.48170751333236694, 0.5060288906097412, 0.2306165248155594, 0.7195074558258057, 0.9998854398727417)","(0.4975965619087219, 0.4233537018299103, 0.13293735682964325, 0.8868249654769897, 0.9999154806137085)","(0.563667893409729, 0.5721487402915955, 0.3548741638660431, 0.8059921860694885, 0.9991410970687866)","(0.48990294337272644, 0.46672379970550537, 0.4126700162887573, 0.8394339084625244, 0.9998107552528381)","(0.5682394504547119, 0.5850027203559875, 0.3655402362346649, 0.8925766944885254, 0.9977532029151917)","(0.4827265739440918, 0.4778416156768799, 0.44151318073272705, 0.8470378518104553, 0.9998507499694824)",26
"(0.36353757977485657, 0.41094303131103516, 0.05821075290441513, 0.9999589920043945, 0.9999982118606567)","(0.42650267481803894, 0.39259782433509827, -0.05843377113342285, 0.9999814629554749, 0.999997615814209)","(0.48799484968185425, 0.5392149090766907, 0.18258735537528992, 0.48141685128211975, 0.9999110698699951)","(0.5567125082015991, 0.4956243336200714, -0.10430701076984406, 0.8785538673400879, 0.9999488592147827)","(0.5872896909713745, 0.6454043388366699, 0.18480756878852844, 0.5541568398475647, 0.9995104074478149)","(0.5256369709968567, 0.5602270364761353, -0.0011667308863252401, 0.7951210141181946, 0.999761164188385)","(0.588240921497345, 0.6695427894592285, 0.17618978023529053, 0.7638345956802368, 0.9989297986030579)","(0.506981372833252, 0.5954384207725525, 0.014442573301494122, 0.8109334707260132, 0.9997435212135315)",27
